IDENTIFICADOR;DATA;DERIVATIVO;PARTICIPANTE;LONGCONTRACTS;LONG_;SHORTCONTRACTS;SHORT_;SALDO
23052016_Dollar_Other;23/05/2016;Dollar;Other;145.0;0.27;367.0;0.7;-222.0
23052016_Dollar_Institutional Investors;23/05/2016;Dollar;Institutional Investors;26416.0;51.0;8079.0;15.59;18337.0
23052016_Dollar_Domestic;23/05/2016;Dollar;Domestic;26416.0;51.0;8079.0;15.59;18337.0
23052016_Dollar_Nonresident Investors;23/05/2016;Dollar;Nonresident Investors;12914.0;24.93;37524.0;72.45;-24610.0
23052016_Dollar_Nonresident investors - RES.2689;23/05/2016;Dollar;Nonresident investors - RES.2689;12914.0;24.93;37524.0;72.45;-24610.0
23052016_Dollar_Corporations;23/05/2016;Dollar;Corporations;673.0;1.29;1418.0;2.73;-745.0
23052016_Dollar_Individuals;23/05/2016;Dollar;Individuals;9964.0;19.23;2321.0;4.48;7643.0
23052016_Dollar_Total;23/05/2016;Dollar;Total;51789.0;100.0;51789.0;100.0;0.0
24052016_Dollar_Financial Institutions;24/05/2016;Dollar;Financial Institutions;1977.0;3.43;2684.0;4.66;-707.0
24052016_Dollar_Banks;24/05/2016;Dollar;Banks;1776.0;3.08;2325.0;4.04;-549.0
24052016_Dollar_Brokers & Dealers;24/05/2016;Dollar;Brokers & Dealers;135.0;0.23;63.0;0.1;72.0
24052016_Dollar_Other;24/05/2016;Dollar;Other;66.0;0.11;296.0;0.51;-230.0
24052016_Dollar_Institutional Investors;24/05/2016;Dollar;Institutional Investors;29812.0;51.85;7251.0;12.61;22561.0
24052016_Dollar_Domestic;24/05/2016;Dollar;Domestic;29812.0;51.85;7251.0;12.61;22561.0
24052016_Dollar_Nonresident Investors;24/05/2016;Dollar;Nonresident Investors;13880.0;24.14;43795.0;76.17;-29915.0
24052016_Dollar_Nonresident investors - RES.2689;24/05/2016;Dollar;Nonresident investors - RES.2689;13880.0;24.14;43795.0;76.17;-29915.0
24052016_Dollar_Corporations;24/05/2016;Dollar;Corporations;599.0;1.04;1419.0;2.46;-820.0
24052016_Dollar_Individuals;24/05/2016;Dollar;Individuals;11222.0;19.51;2341.0;4.07;8881.0
24052016_Dollar_Total;24/05/2016;Dollar;Total;57490.0;100.0;57490.0;100.0;0.0
25052016_Dollar_Financial Institutions;25/05/2016;Dollar;Financial Institutions;1960.0;3.32;3342.0;5.66;-1382.0
25052016_Dollar_Banks;25/05/2016;Dollar;Banks;1810.0;3.06;2942.0;4.98;-1132.0
25052016_Dollar_Brokers & Dealers;25/05/2016;Dollar;Brokers & Dealers;131.0;0.22;69.0;0.11;62.0
25052016_Dollar_Other;25/05/2016;Dollar;Other;19.0;0.03;331.0;0.56;-312.0
25052016_Dollar_Institutional Investors;25/05/2016;Dollar;Institutional Investors;31594.0;53.51;6540.0;11.07;25054.0
25052016_Dollar_Domestic;25/05/2016;Dollar;Domestic;31594.0;53.51;6540.0;11.07;25054.0
25052016_Dollar_Nonresident Investors;25/05/2016;Dollar;Nonresident Investors;13074.0;22.14;45445.0;76.97;-32371.0
25052016_Dollar_Nonresident investors - RES.2689;25/05/2016;Dollar;Nonresident investors - RES.2689;13074.0;22.14;45445.0;76.97;-32371.0
25052016_Dollar_Corporations;25/05/2016;Dollar;Corporations;583.0;0.98;1478.0;2.5;-895.0
25052016_Dollar_Individuals;25/05/2016;Dollar;Individuals;11825.0;20.03;2231.0;3.77;9594.0
25052016_Dollar_Total;25/05/2016;Dollar;Total;59036.0;100.0;59036.0;100.0;0.0
27052016_Dollar_Financial Institutions;27/05/2016;Dollar;Financial Institutions;2152.0;3.45;4134.0;6.63;-1982.0
27052016_Dollar_Banks;27/05/2016;Dollar;Banks;1886.0;3.02;3484.0;5.59;-1598.0
27052016_Dollar_Brokers & Dealers;27/05/2016;Dollar;Brokers & Dealers;247.0;0.39;192.0;0.3;55.0
27052016_Dollar_Other;27/05/2016;Dollar;Other;19.0;0.03;458.0;0.73;-439.0
27052016_Dollar_Institutional Investors;27/05/2016;Dollar;Institutional Investors;33137.0;53.2;6722.0;10.79;26415.0
27052016_Dollar_Domestic;27/05/2016;Dollar;Domestic;33137.0;53.2;6722.0;10.79;26415.0
27052016_Dollar_Nonresident Investors;27/05/2016;Dollar;Nonresident Investors;14101.0;22.64;47548.0;76.34;-33447.0
27052016_Dollar_Nonresident investors - RES.2689;27/05/2016;Dollar;Nonresident investors - RES.2689;14101.0;22.64;47548.0;76.34;-33447.0
27052016_Dollar_Corporations;27/05/2016;Dollar;Corporations;626.0;1.0;1507.0;2.41;-881.0
27052016_Dollar_Individuals;27/05/2016;Dollar;Individuals;12265.0;19.69;2370.0;3.8;9895.0
27052016_Dollar_Total;27/05/2016;Dollar;Total;62281.0;100.0;62281.0;100.0;0.0
30052016_Dollar_Financial Institutions;30/05/2016;Dollar;Financial Institutions;2255.0;3.55;3953.0;6.24;-1698.0
30052016_Dollar_Banks;30/05/2016;Dollar;Banks;1988.0;3.13;3331.0;5.25;-1343.0
30052016_Dollar_Brokers & Dealers;30/05/2016;Dollar;Brokers & Dealers;241.0;0.38;188.0;0.29;53.0
30052016_Dollar_Other;30/05/2016;Dollar;Other;26.0;0.04;434.0;0.68;-408.0
30052016_Dollar_Institutional Investors;30/05/2016;Dollar;Institutional Investors;33239.0;52.47;5826.0;9.19;27413.0
30052016_Dollar_Domestic;30/05/2016;Dollar;Domestic;33239.0;52.47;5826.0;9.19;27413.0
30052016_Dollar_Nonresident Investors;30/05/2016;Dollar;Nonresident Investors;13676.0;21.59;50418.0;79.59;-36742.0
30052016_Dollar_Nonresident investors - RES.2689;30/05/2016;Dollar;Nonresident investors - RES.2689;13676.0;21.59;50418.0;79.59;-36742.0
30052016_Dollar_Corporations;30/05/2016;Dollar;Corporations;712.0;1.12;1424.0;2.24;-712.0
30052016_Dollar_Individuals;30/05/2016;Dollar;Individuals;13461.0;21.25;1722.0;2.71;11739.0
30052016_Dollar_Total;30/05/2016;Dollar;Total;63343.0;100.0;63343.0;100.0;0.0
31052016_Dollar_Financial Institutions;31/05/2016;Dollar;Financial Institutions;1616.0;2.33;4461.0;6.43;-2845.0
31052016_Dollar_Banks;31/05/2016;Dollar;Banks;1276.0;1.84;3836.0;5.53;-2560.0
31052016_Dollar_Brokers & Dealers;31/05/2016;Dollar;Brokers & Dealers;273.0;0.39;191.0;0.27;82.0
31052016_Dollar_Other;31/05/2016;Dollar;Other;67.0;0.09;434.0;0.62;-367.0
31052016_Dollar_Institutional Investors;31/05/2016;Dollar;Institutional Investors;38845.0;56.07;7153.0;10.32;31692.0
31052016_Dollar_Domestic;31/05/2016;Dollar;Domestic;38845.0;56.07;7153.0;10.32;31692.0
31052016_Dollar_Nonresident Investors;31/05/2016;Dollar;Nonresident Investors;16148.0;23.31;53613.0;77.39;-37465.0
31052016_Dollar_Nonresident investors - RES.2689;31/05/2016;Dollar;Nonresident investors - RES.2689;16148.0;23.31;53613.0;77.39;-37465.0
31052016_Dollar_Corporations;31/05/2016;Dollar;Corporations;561.0;0.8;1480.0;2.13;-919.0
31052016_Dollar_Individuals;31/05/2016;Dollar;Individuals;12103.0;17.47;2566.0;3.7;9537.0
31052016_Dollar_Total;31/05/2016;Dollar;Total;69273.0;100.0;69273.0;100.0;0.0
01062016_Dollar_Financial Institutions;01/06/2016;Dollar;Financial Institutions;546.0;2.79;1190.0;6.09;-644.0
01062016_Dollar_Banks;01/06/2016;Dollar;Banks;269.0;1.37;1153.0;5.9;-884.0
01062016_Dollar_Brokers & Dealers;01/06/2016;Dollar;Brokers & Dealers;185.0;0.94;28.0;0.14;157.0
01062016_Dollar_Other;01/06/2016;Dollar;Other;92.0;0.47;9.0;0.04;83.0
01062016_Dollar_Institutional Investors;01/06/2016;Dollar;Institutional Investors;9899.0;50.66;4375.0;22.38;5524.0
01062016_Dollar_Domestic;01/06/2016;Dollar;Domestic;9899.0;50.66;4375.0;22.38;5524.0
01062016_Dollar_Nonresident Investors;01/06/2016;Dollar;Nonresident Investors;6402.0;32.76;10468.0;53.57;-4066.0
01062016_Dollar_Nonresident investors - RES.2689;01/06/2016;Dollar;Nonresident investors - RES.2689;6402.0;32.76;10468.0;53.57;-4066.0
01062016_Dollar_Corporations;01/06/2016;Dollar;Corporations;473.0;2.42;1277.0;6.53;-804.0
01062016_Dollar_Individuals;01/06/2016;Dollar;Individuals;2220.0;11.36;2230.0;11.41;-10.0
01062016_Dollar_Total;01/06/2016;Dollar;Total;19540.0;100.0;19540.0;100.0;0.0
02062016_Dollar_Financial Institutions;02/06/2016;Dollar;Financial Institutions;802.0;3.42;1703.0;7.26;-901.0
02062016_Dollar_Banks;02/06/2016;Dollar;Banks;439.0;1.87;1641.0;7.0;-1202.0
02062016_Dollar_Brokers & Dealers;02/06/2016;Dollar;Brokers & Dealers;263.0;1.12;53.0;0.22;210.0
02062016_Dollar_Other;02/06/2016;Dollar;Other;100.0;0.42;9.0;0.03;91.0
02062016_Dollar_Institutional Investors;02/06/2016;Dollar;Institutional Investors;10594.0;45.21;4491.0;19.16;6103.0
02062016_Dollar_Domestic;02/06/2016;Dollar;Domestic;10594.0;45.21;4491.0;19.16;6103.0
02062016_Dollar_Nonresident Investors;02/06/2016;Dollar;Nonresident Investors;7665.0;32.71;13569.0;57.91;-5904.0
02062016_Dollar_Nonresident investors - RES.2689;02/06/2016;Dollar;Nonresident investors - RES.2689;7665.0;32.71;13569.0;57.91;-5904.0
02062016_Dollar_Corporations;02/06/2016;Dollar;Corporations;606.0;2.58;1245.0;5.31;-639.0
02062016_Dollar_Individuals;02/06/2016;Dollar;Individuals;3763.0;16.06;2422.0;10.33;1341.0
02062016_Dollar_Total;02/06/2016;Dollar;Total;23430.0;100.0;23430.0;100.0;0.0
03062016_Dollar_Financial Institutions;03/06/2016;Dollar;Financial Institutions;908.0;3.3;1778.0;6.46;-870.0
03062016_Dollar_Banks;03/06/2016;Dollar;Banks;705.0;2.56;1744.0;6.33;-1039.0
03062016_Dollar_Brokers & Dealers;03/06/2016;Dollar;Brokers & Dealers;203.0;0.73;34.0;0.12;169.0
03062016_Dollar_Institutional Investors;03/06/2016;Dollar;Institutional Investors;13799.0;50.15;4768.0;17.33;9031.0
03062016_Dollar_Domestic;03/06/2016;Dollar;Domestic;13799.0;50.15;4768.0;17.33;9031.0
03062016_Dollar_Nonresident Investors;03/06/2016;Dollar;Nonresident Investors;8038.0;29.21;18658.0;67.82;-10620.0
03062016_Dollar_Nonresident investors - RES.2689;03/06/2016;Dollar;Nonresident investors - RES.2689;8038.0;29.21;18658.0;67.82;-10620.0
03062016_Dollar_Corporations;03/06/2016;Dollar;Corporations;754.0;2.74;1099.0;3.99;-345.0
03062016_Dollar_Individuals;03/06/2016;Dollar;Individuals;4012.0;14.58;1208.0;4.39;2804.0
03062016_Dollar_Total;03/06/2016;Dollar;Total;27511.0;100.0;27511.0;100.0;0.0
06062016_Dollar_Financial Institutions;06/06/2016;Dollar;Financial Institutions;1284.0;4.64;1701.0;6.15;-417.0
06062016_Dollar_Banks;06/06/2016;Dollar;Banks;1074.0;3.88;1656.0;5.99;-582.0
06062016_Dollar_Brokers & Dealers;06/06/2016;Dollar;Brokers & Dealers;210.0;0.75;45.0;0.16;165.0
06062016_Dollar_Institutional Investors;06/06/2016;Dollar;Institutional Investors;14213.0;51.43;4750.0;17.18;9463.0
06062016_Dollar_Domestic;06/06/2016;Dollar;Domestic;14213.0;51.43;4750.0;17.18;9463.0
06062016_Dollar_Nonresident Investors;06/06/2016;Dollar;Nonresident Investors;6409.0;23.19;19001.0;68.76;-12592.0
06062016_Dollar_Nonresident investors - RES.2689;06/06/2016;Dollar;Nonresident investors - RES.2689;6409.0;23.19;19001.0;68.76;-12592.0
06062016_Dollar_Corporations;06/06/2016;Dollar;Corporations;815.0;2.94;990.0;3.58;-175.0
06062016_Dollar_Individuals;06/06/2016;Dollar;Individuals;4912.0;17.77;1191.0;4.31;3721.0
06062016_Dollar_Total;06/06/2016;Dollar;Total;27633.0;100.0;27633.0;100.0;0.0
07062016_Dollar_Financial Institutions;07/06/2016;Dollar;Financial Institutions;1380.0;4.57;2016.0;6.68;-636.0
07062016_Dollar_Banks;07/06/2016;Dollar;Banks;1145.0;3.79;1981.0;6.56;-836.0
07062016_Dollar_Brokers & Dealers;07/06/2016;Dollar;Brokers & Dealers;235.0;0.77;35.0;0.11;200.0
07062016_Dollar_Institutional Investors;07/06/2016;Dollar;Institutional Investors;14854.0;49.22;4767.0;15.79;10087.0
07062016_Dollar_Domestic;07/06/2016;Dollar;Domestic;14854.0;49.22;4767.0;15.79;10087.0
07062016_Dollar_Nonresident Investors;07/06/2016;Dollar;Nonresident Investors;6382.0;21.14;20283.0;67.21;-13901.0
07062016_Dollar_Nonresident investors - RES.2689;07/06/2016;Dollar;Nonresident investors - RES.2689;6382.0;21.14;20283.0;67.21;-13901.0
07062016_Dollar_Corporations;07/06/2016;Dollar;Corporations;941.0;3.11;973.0;3.22;-32.0
07062016_Dollar_Individuals;07/06/2016;Dollar;Individuals;6620.0;21.93;2138.0;7.08;4482.0
07062016_Dollar_Total;07/06/2016;Dollar;Total;30177.0;100.0;30177.0;100.0;0.0
08062016_Dollar_Financial Institutions;08/06/2016;Dollar;Financial Institutions;1301.0;3.67;2352.0;6.64;-1051.0
08062016_Dollar_Banks;08/06/2016;Dollar;Banks;1182.0;3.33;2304.0;6.5;-1122.0
08062016_Dollar_Brokers & Dealers;08/06/2016;Dollar;Brokers & Dealers;119.0;0.33;48.0;0.13;71.0
08062016_Dollar_Institutional Investors;08/06/2016;Dollar;Institutional Investors;18654.0;52.7;6819.0;19.26;11835.0
08062016_Dollar_Domestic;08/06/2016;Dollar;Domestic;18654.0;52.7;6819.0;19.26;11835.0
08062016_Dollar_Nonresident Investors;08/06/2016;Dollar;Nonresident Investors;6798.0;19.2;23121.0;65.32;-16323.0
08062016_Dollar_Nonresident investors - RES.2689;08/06/2016;Dollar;Nonresident investors - RES.2689;6798.0;19.2;23121.0;65.32;-16323.0
08062016_Dollar_Corporations;08/06/2016;Dollar;Corporations;1151.0;3.25;941.0;2.65;210.0
08062016_Dollar_Individuals;08/06/2016;Dollar;Individuals;7489.0;21.15;2160.0;6.1;5329.0
08062016_Dollar_Total;08/06/2016;Dollar;Total;35393.0;100.0;35393.0;100.0;0.0
09062016_Dollar_Financial Institutions;09/06/2016;Dollar;Financial Institutions;1542.0;4.19;2254.0;6.12;-712.0
09062016_Dollar_Banks;09/06/2016;Dollar;Banks;1448.0;3.93;2219.0;6.03;-771.0
09062016_Dollar_Brokers & Dealers;09/06/2016;Dollar;Brokers & Dealers;94.0;0.25;35.0;0.09;59.0
09062016_Dollar_Institutional Investors;09/06/2016;Dollar;Institutional Investors;19998.0;54.36;6327.0;17.2;13671.0
09062016_Dollar_Domestic;09/06/2016;Dollar;Domestic;19998.0;54.36;6327.0;17.2;13671.0
09062016_Dollar_Nonresident Investors;09/06/2016;Dollar;Nonresident Investors;8282.0;22.51;25168.0;68.42;-16886.0
09062016_Dollar_Nonresident investors - RES.2689;09/06/2016;Dollar;Nonresident investors - RES.2689;8282.0;22.51;25168.0;68.42;-16886.0
09062016_Dollar_Corporations;09/06/2016;Dollar;Corporations;918.0;2.49;982.0;2.66;-64.0
09062016_Dollar_Individuals;09/06/2016;Dollar;Individuals;6042.0;16.42;2051.0;5.57;3991.0
09062016_Dollar_Total;09/06/2016;Dollar;Total;36782.0;100.0;36782.0;100.0;0.0
10062016_Dollar_Financial Institutions;10/06/2016;Dollar;Financial Institutions;1907.0;4.94;2142.0;5.55;-235.0
10062016_Dollar_Banks;10/06/2016;Dollar;Banks;1820.0;4.72;2105.0;5.46;-285.0
10062016_Dollar_Brokers & Dealers;10/06/2016;Dollar;Brokers & Dealers;87.0;0.22;37.0;0.09;50.0
10062016_Dollar_Institutional Investors;10/06/2016;Dollar;Institutional Investors;22693.0;58.86;6772.0;17.56;15921.0
10062016_Dollar_Domestic;10/06/2016;Dollar;Domestic;22693.0;58.86;6772.0;17.56;15921.0
10062016_Dollar_Nonresident Investors;10/06/2016;Dollar;Nonresident Investors;7359.0;19.08;26711.0;69.28;-19352.0
10062016_Dollar_Nonresident investors - RES.2689;10/06/2016;Dollar;Nonresident investors - RES.2689;7359.0;19.08;26711.0;69.28;-19352.0
10062016_Dollar_Corporations;10/06/2016;Dollar;Corporations;932.0;2.41;1002.0;2.59;-70.0
10062016_Dollar_Individuals;10/06/2016;Dollar;Individuals;5659.0;14.67;1923.0;4.98;3736.0
10062016_Dollar_Total;10/06/2016;Dollar;Total;38550.0;100.0;38550.0;100.0;0.0
13062016_Dollar_Financial Institutions;13/06/2016;Dollar;Financial Institutions;2002.0;5.5;2653.0;7.29;-651.0
13062016_Dollar_Banks;13/06/2016;Dollar;Banks;1896.0;5.21;2610.0;7.17;-714.0
13062016_Dollar_Brokers & Dealers;13/06/2016;Dollar;Brokers & Dealers;106.0;0.29;43.0;0.11;63.0
13062016_Dollar_Institutional Investors;13/06/2016;Dollar;Institutional Investors;23817.0;65.46;6793.0;18.67;17024.0
13062016_Dollar_Domestic;13/06/2016;Dollar;Domestic;23817.0;65.46;6793.0;18.67;17024.0
13062016_Dollar_Nonresident Investors;13/06/2016;Dollar;Nonresident Investors;5891.0;16.19;23356.0;64.19;-17465.0
13062016_Dollar_Nonresident investors - RES.2689;13/06/2016;Dollar;Nonresident investors - RES.2689;5891.0;16.19;23356.0;64.19;-17465.0
13062016_Dollar_Corporations;13/06/2016;Dollar;Corporations;817.0;2.24;1101.0;3.02;-284.0
13062016_Dollar_Individuals;13/06/2016;Dollar;Individuals;3855.0;10.59;2479.0;6.81;1376.0
13062016_Dollar_Total;13/06/2016;Dollar;Total;36382.0;100.0;36382.0;100.0;0.0
14062016_Dollar_Financial Institutions;14/06/2016;Dollar;Financial Institutions;2332.0;5.55;2776.0;6.61;-444.0
14062016_Dollar_Banks;14/06/2016;Dollar;Banks;2253.0;5.36;2712.0;6.46;-459.0
14062016_Dollar_Brokers & Dealers;14/06/2016;Dollar;Brokers & Dealers;79.0;0.18;64.0;0.15;15.0
14062016_Dollar_Institutional Investors;14/06/2016;Dollar;Institutional Investors;27608.0;65.78;7418.0;17.67;20190.0
14062016_Dollar_Domestic;14/06/2016;Dollar;Domestic;27608.0;65.78;7418.0;17.67;20190.0
14062016_Dollar_Nonresident Investors;14/06/2016;Dollar;Nonresident Investors;6836.0;16.29;28546.0;68.02;-21710.0
14062016_Dollar_Nonresident investors - RES.2689;14/06/2016;Dollar;Nonresident investors - RES.2689;6836.0;16.29;28546.0;68.02;-21710.0
14062016_Dollar_Corporations;14/06/2016;Dollar;Corporations;852.0;2.03;1098.0;2.61;-246.0
14062016_Dollar_Individuals;14/06/2016;Dollar;Individuals;4336.0;10.33;2126.0;5.06;2210.0
14062016_Dollar_Total;14/06/2016;Dollar;Total;41964.0;100.0;41964.0;100.0;0.0
15062016_Dollar_Financial Institutions;15/06/2016;Dollar;Financial Institutions;2448.0;5.87;2982.0;7.15;-534.0
15062016_Dollar_Banks;15/06/2016;Dollar;Banks;2359.0;5.66;2933.0;7.03;-574.0
15062016_Dollar_Brokers & Dealers;15/06/2016;Dollar;Brokers & Dealers;89.0;0.21;49.0;0.11;40.0
15062016_Dollar_Institutional Investors;15/06/2016;Dollar;Institutional Investors;25569.0;61.36;8669.0;20.8;16900.0
15062016_Dollar_Domestic;15/06/2016;Dollar;Domestic;25569.0;61.36;8669.0;20.8;16900.0
15062016_Dollar_Nonresident Investors;15/06/2016;Dollar;Nonresident Investors;8333.0;19.99;26326.0;63.17;-17993.0
15062016_Dollar_Nonresident investors - RES.2689;15/06/2016;Dollar;Nonresident investors - RES.2689;8333.0;19.99;26326.0;63.17;-17993.0
15062016_Dollar_Corporations;15/06/2016;Dollar;Corporations;796.0;1.91;1248.0;2.99;-452.0
15062016_Dollar_Individuals;15/06/2016;Dollar;Individuals;4523.0;10.85;2444.0;5.86;2079.0
15062016_Dollar_Total;15/06/2016;Dollar;Total;41669.0;100.0;41669.0;100.0;0.0
16062016_Dollar_Financial Institutions;16/06/2016;Dollar;Financial Institutions;2564.0;6.36;3051.0;7.56;-487.0
16062016_Dollar_Banks;16/06/2016;Dollar;Banks;2475.0;6.14;2997.0;7.43;-522.0
16062016_Dollar_Brokers & Dealers;16/06/2016;Dollar;Brokers & Dealers;89.0;0.22;54.0;0.13;35.0
16062016_Dollar_Institutional Investors;16/06/2016;Dollar;Institutional Investors;24242.0;60.14;7964.0;19.75;16278.0
16062016_Dollar_Domestic;16/06/2016;Dollar;Domestic;24242.0;60.14;7964.0;19.75;16278.0
16062016_Dollar_Nonresident Investors;16/06/2016;Dollar;Nonresident Investors;7522.0;18.66;25776.0;63.95;-18254.0
16062016_Dollar_Nonresident investors - RES.2689;16/06/2016;Dollar;Nonresident investors - RES.2689;7522.0;18.66;25776.0;63.95;-18254.0
16062016_Dollar_Corporations;16/06/2016;Dollar;Corporations;842.0;2.08;1194.0;2.96;-352.0
16062016_Dollar_Individuals;16/06/2016;Dollar;Individuals;5134.0;12.73;2319.0;5.75;2815.0
16062016_Dollar_Total;16/06/2016;Dollar;Total;40304.0;100.0;40304.0;100.0;0.0
17062016_Dollar_Financial Institutions;17/06/2016;Dollar;Financial Institutions;2664.0;6.38;3009.0;7.21;-345.0
17062016_Dollar_Banks;17/06/2016;Dollar;Banks;2560.0;6.13;2960.0;7.09;-400.0
17062016_Dollar_Brokers & Dealers;17/06/2016;Dollar;Brokers & Dealers;104.0;0.24;49.0;0.11;55.0
17062016_Dollar_Institutional Investors;17/06/2016;Dollar;Institutional Investors;24810.0;59.5;8205.0;19.67;16605.0
17062016_Dollar_Domestic;17/06/2016;Dollar;Domestic;24810.0;59.5;8205.0;19.67;16605.0
17062016_Dollar_Nonresident Investors;17/06/2016;Dollar;Nonresident Investors;7293.0;17.49;27027.0;64.81;-19734.0
17062016_Dollar_Nonresident investors - RES.2689;17/06/2016;Dollar;Nonresident investors - RES.2689;7293.0;17.49;27027.0;64.81;-19734.0
17062016_Dollar_Corporations;17/06/2016;Dollar;Corporations;968.0;2.32;1152.0;2.76;-184.0
17062016_Dollar_Individuals;17/06/2016;Dollar;Individuals;5961.0;14.29;2303.0;5.52;3658.0
17062016_Dollar_Total;17/06/2016;Dollar;Total;41696.0;100.0;41696.0;100.0;0.0
20062016_Dollar_Financial Institutions;20/06/2016;Dollar;Financial Institutions;2858.0;6.98;3050.0;7.45;-192.0
20062016_Dollar_Banks;20/06/2016;Dollar;Banks;2654.0;6.48;2999.0;7.33;-345.0
20062016_Dollar_Brokers & Dealers;20/06/2016;Dollar;Brokers & Dealers;204.0;0.49;51.0;0.12;153.0
20062016_Dollar_Institutional Investors;20/06/2016;Dollar;Institutional Investors;23341.0;57.05;8238.0;20.13;15103.0
20062016_Dollar_Domestic;20/06/2016;Dollar;Domestic;23341.0;57.05;8238.0;20.13;15103.0
20062016_Dollar_Nonresident Investors;20/06/2016;Dollar;Nonresident Investors;8364.0;20.44;25646.0;62.69;-17282.0
20062016_Dollar_Nonresident investors - RES.2689;20/06/2016;Dollar;Nonresident investors - RES.2689;8364.0;20.44;25646.0;62.69;-17282.0
20062016_Dollar_Corporations;20/06/2016;Dollar;Corporations;950.0;2.32;1081.0;2.64;-131.0
20062016_Dollar_Individuals;20/06/2016;Dollar;Individuals;5394.0;13.18;2892.0;7.06;2502.0
20062016_Dollar_Total;20/06/2016;Dollar;Total;40907.0;100.0;40907.0;100.0;0.0
21062016_Dollar_Financial Institutions;21/06/2016;Dollar;Financial Institutions;2767.0;6.47;3345.0;7.82;-578.0
21062016_Dollar_Banks;21/06/2016;Dollar;Banks;2572.0;6.01;3281.0;7.67;-709.0
21062016_Dollar_Brokers & Dealers;21/06/2016;Dollar;Brokers & Dealers;195.0;0.45;64.0;0.14;131.0
21062016_Dollar_Institutional Investors;21/06/2016;Dollar;Institutional Investors;25582.0;59.86;8320.0;19.47;17262.0
21062016_Dollar_Domestic;21/06/2016;Dollar;Domestic;25582.0;59.86;8320.0;19.47;17262.0
21062016_Dollar_Nonresident Investors;21/06/2016;Dollar;Nonresident Investors;8833.0;20.67;26906.0;62.96;-18073.0
21062016_Dollar_Nonresident investors - RES.2689;21/06/2016;Dollar;Nonresident investors - RES.2689;8833.0;20.67;26906.0;62.96;-18073.0
